marque,modele,prix,generation,carrosserie,annee,date,energie,kilometrage,transmition,code postal,chevaux_fiscaux,chevaux_din,etat
AUDI,A5,26190,8T [restyling],Cabriolet,2015,24/03/2020,DIESEL,84418,AUTOMATIQUE,57000,11,204,<150000km
AUDI,Q5,29680,8R [restyling],4x4slashcharacter001SUV,2016,16/05/2020,DIESEL,117205,AUTOMATIQUE,41000,16,258,<150000km
AUDI,S4,33620,B7slashcharacter0018E,Break,2007,19/04/2020,ESSENCE,154375,MANUEL,86000,33,344,<250000km
AUDI,Q5,57930,8R [restyling],4x4slashcharacter001SUV,2017,24/03/2020,DIESEL,51425,AUTOMATIQUE,69000,23,272,<150000km
AUDI,A8,30230,D4slashcharacter0014H,Berline,2011,24/03/2020,DIESEL,159962,AUTOMATIQUE,49000,24,350,<250000km
AUDI,A5,19440,8T [restyling],Berline,2014,12/05/2020,DIESEL,146075,MANUEL,28000,10,177,<150000km
AUDI,A4,22370,B8slashcharacter0018K [restyling],Break,2015,24/03/2020,DIESEL,111552,AUTOMATIQUE,57000,10,177,<150000km
AUDI,A3,15880,8V,Hatchback,2015,24/03/2020,ESSENCE,87450,AUTOMATIQUE,41000,7,125,<150000km
AUDI,Q5,22370,8R,4x4slashcharacter001SUV,2011,24/03/2020,DIESEL,186250,AUTOMATIQUE,24000,10,170,<250000km
AUDI,A1,16780,8X [restyling],Hatchback,2017,28/04/2020,DIESEL,64812,MANUEL,24000,4,90,<150000km
AUDI,A5,19440,8T [restyling],Coupé,2014,12/05/2020,DIESEL,146075,MANUEL,28000,10,177,<150000km
AUDI,A3,24530,8V [restyling],Hatchback,2017,09/05/2020,DIESEL,94629,AUTOMATIQUE,6000,8,150,<150000km
AUDI,Q3,26230,8U [restyling],4x4slashcharacter001SUV,2017,28/04/2020,DIESEL,91085,MANUEL,24000,8,150,<150000km
AUDI,TT,12730,8J,Coupé,2007,19/05/2020,ESSENCE,149800,AUTOMATIQUE,24000,12,200,<150000km
AUDI,A3,17960,8V,Hatchback,2015,24/03/2020,DIESEL,105772,MANUEL,95000,7,150,<150000km
AUDI,A6,33180,4Gslashcharacter001C7 [restyling],Berline,2018,24/03/2020,DIESEL,83643,AUTOMATIQUE,34000,10,190,<150000km
AUDI,S4,26230,B7slashcharacter0018E,Break,2014,14/05/2020,ESSENCE,307250,AUTOMATIQUE,74000,35,344,250000+km
AUDI,A3,33460,8V [restyling],Hatchback,2017,18/05/2020,DIESEL,133920,AUTOMATIQUE,69000,10,184,<150000km
AUDI,A7,35990,4G [restyling],Berline,2016,13/05/2020,DIESEL,163349,AUTOMATIQUE,69000,21,320,<250000km
AUDI,R8,105620,1 génération [restyling],Coupé,2015,24/03/2020,ESSENCE,44145,AUTOMATIQUE,98000,45,525,<50000km
AUDI,Q5,54730,8R [restyling],4x4slashcharacter001SUV,2017,24/03/2020,DIESEL,80496,AUTOMATIQUE,69000,23,272,<150000km
AUDI,A3,21060,8V [restyling],Hatchback,2017,24/03/2020,DIESEL,99820,AUTOMATIQUE,95000,5,110,<150000km
AUDI,Q3,30240,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,41495,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A1,17210,8X,Hatchback,2012,21/05/2020,ESSENCE,109859,AUTOMATIQUE,69000,10,185,<150000km
AUDI,A3,15640,8V,Hatchback,2015,19/05/2020,DIESEL,140700,AUTOMATIQUE,24000,8,150,<150000km
AUDI,A3,20550,8V [restyling],Hatchback,2017,09/05/2020,DIESEL,71390,AUTOMATIQUE,95000,5,110,<150000km
AUDI,Q5,27810,8R [restyling],4x4slashcharacter001SUV,2014,24/03/2020,DIESEL,181430,AUTOMATIQUE,1000,20,272,<250000km
AUDI,Q3,25210,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,70568,AUTOMATIQUE,30000,8,150,<150000km
AUDI,Q3,29020,8U [restyling],4x4slashcharacter001SUV,2018,11/05/2020,DIESEL,40203,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A1,11880,8X,Hatchback,2014,24/03/2020,ESSENCE,156000,MANUEL,24000,5,86,<250000km
AUDI,Q3,27310,8U [restyling],4x4slashcharacter001SUV,2018,11/05/2020,DIESEL,38196,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A3,22490,8V [restyling],Hatchback,2018,17/05/2020,ESSENCE,29636,MANUEL,31000,6,115,<50000km
AUDI,Q3,26620,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,61889,AUTOMATIQUE,30000,8,150,<150000km
AUDI,Q3,27780,8U [restyling],4x4slashcharacter001SUV,2018,13/05/2020,DIESEL,34698,AUTOMATIQUE,30000,8,150,<50000km
AUDI,Q3,28300,8U [restyling],4x4slashcharacter001SUV,2018,11/05/2020,DIESEL,49542,AUTOMATIQUE,30000,8,150,<50000km
AUDI,S3,35500,8V,Hatchback,2015,02/05/2020,ESSENCE,85057,AUTOMATIQUE,74000,19,300,<150000km
AUDI,Q5,28070,8R [restyling],4x4slashcharacter001SUV,2014,24/03/2020,DIESEL,183157,AUTOMATIQUE,1000,20,272,<250000km
AUDI,A1,11970,8X,Hatchback,2014,24/03/2020,ESSENCE,157300,MANUEL,24000,5,86,<250000km
AUDI,A7,36290,4G [restyling],Berline,2016,13/05/2020,DIESEL,164710,AUTOMATIQUE,69000,21,320,<250000km
AUDI,Q3,27980,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,21052,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A3,15790,8V,Hatchback,2015,19/05/2020,DIESEL,142040,AUTOMATIQUE,24000,8,150,<150000km
AUDI,Q3,26860,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,62447,AUTOMATIQUE,30000,8,150,<150000km
AUDI,Q3,43890,F3,4x4slashcharacter001SUV,2020,24/03/2020,ESSENCE,10450,AUTOMATIQUE,67000,8,150,<50000km
AUDI,Q5,33490,8R [restyling],4x4slashcharacter001SUV,2016,12/05/2020,DIESEL,59325,AUTOMATIQUE,77000,16,258,<150000km
AUDI,S5,33120,8T [restyling],Cabriolet,2013,13/05/2020,ESSENCE,112375,AUTOMATIQUE,95000,22,333,<150000km
AUDI,Q5,44060,8R [restyling],4x4slashcharacter001SUV,2017,28/04/2020,DIESEL,77140,AUTOMATIQUE,78000,21,272,<150000km
AUDI,Q7,17700,4L [restyling],4x4slashcharacter001SUV,2010,25/03/2020,DIESEL,218300,AUTOMATIQUE,69000,16,245,<250000km
AUDI,A4,25830,B9,Break,2016,17/05/2020,DIESEL,92346,AUTOMATIQUE,13000,11,190,<150000km
AUDI,Q5,33810,8R [restyling],4x4slashcharacter001SUV,2016,13/05/2020,DIESEL,59890,AUTOMATIQUE,77000,16,258,<150000km
AUDI,Q5,44440,8R [restyling],4x4slashcharacter001SUV,2017,29/04/2020,DIESEL,77805,AUTOMATIQUE,78000,21,272,<150000km
AUDI,Q5,75580,2 génération,4x4slashcharacter001SUV,2019,25/04/2020,ESSENCE,11205,AUTOMATIQUE,69000,24,286,<50000km
AUDI,A7,23730,4G,Berline,2013,25/03/2020,DIESEL,154602,AUTOMATIQUE,76000,15,245,<250000km
AUDI,A4,34080,B9,Berline,2017,25/03/2020,ESSENCE,24695,AUTOMATIQUE,77000,10,190,<50000km
AUDI,A3,28830,8V [restyling],Hatchback,2017,25/03/2020,DIESEL,46298,AUTOMATIQUE,31000,10,184,<50000km
AUDI,A4,15520,B9,Break,2015,25/03/2020,DIESEL,150149,AUTOMATIQUE,31000,8,150,<250000km
AUDI,A4,29410,B9,Break,2018,29/03/2020,DIESEL,36446,AUTOMATIQUE,14000,7,150,<50000km
AUDI,S5,35970,8T,Coupé,2012,22/05/2020,ESSENCE,85848,AUTOMATIQUE,6000,35,354,<150000km
AUDI,A4,19340,B9,Break,2016,25/03/2020,DIESEL,117166,AUTOMATIQUE,77000,8,150,<150000km
AUDI,A3,36610,8V [restyling],Hatchback,2020,25/03/2020,ESSENCE,11308,AUTOMATIQUE,13000,10,190,<50000km
AUDI,Q5,58920,2 génération,4x4slashcharacter001SUV,2020,25/03/2020,DIESEL,20551,AUTOMATIQUE,28000,11,190,<50000km
AUDI,S5,27820,8T [restyling],Berline,2013,14/05/2020,ESSENCE,94395,AUTOMATIQUE,95000,22,333,<150000km
AUDI,A1,24270,8X [restyling],Hatchback,2020,24/05/2020,ESSENCE,12,MANUEL,31000,5,95,<5000km
AUDI,Q2,24620,1 génération,4x4slashcharacter001SUV,2019,25/03/2020,DIESEL,25724,MANUEL,31000,6,116,<50000km
AUDI,Q2,27170,1 génération,4x4slashcharacter001SUV,2019,25/03/2020,ESSENCE,28,MANUEL,38000,6,116,<5000km
AUDI,Q2,40300,1 génération,4x4slashcharacter001SUV,2020,25/03/2020,ESSENCE,17667,AUTOMATIQUE,31000,8,150,<50000km
AUDI,S4,99330,B9,Break,2019,29/04/2020,ESSENCE,52650,AUTOMATIQUE,60000,34,354,<150000km
AUDI,A1,37180,2 génération,Hatchback,2020,25/03/2020,ESSENCE,9920,AUTOMATIQUE,60000,6,116,<50000km
AUDI,A4,6940,B8slashcharacter0018K,Break,2009,25/03/2020,DIESEL,272166,MANUEL,84000,8,143,250000+km
AUDI,Q3,29520,8U [restyling],4x4slashcharacter001SUV,2017,25/03/2020,ESSENCE,68863,AUTOMATIQUE,72000,8,150,<150000km
AUDI,Q3,39940,F3,4x4slashcharacter001SUV,2020,21/05/2020,DIESEL,6665,AUTOMATIQUE,47000,8,150,<50000km
AUDI,A3,29000,8V [restyling],Hatchback,2019,25/03/2020,DIESEL,41948,AUTOMATIQUE,78000,8,150,<50000km
AUDI,A3,19780,8V [restyling],Hatchback,2016,25/03/2020,DIESEL,118800,MANUEL,59000,8,150,<150000km
AUDI,A3,27900,8V [restyling],Hatchback,2016,22/05/2020,HYBRIDE,52024,AUTOMATIQUE,33000,6,204,<150000km
AUDI,Q3,22480,8U [restyling],4x4slashcharacter001SUV,2015,25/03/2020,DIESEL,93486,AUTOMATIQUE,57000,8,150,<150000km
AUDI,A4,43900,B9,Break,2018,09/04/2020,DIESEL,27000,AUTOMATIQUE,24000,16,272,<50000km
AUDI,A1,14890,8X [restyling],Hatchback,2014,25/03/2020,DIESEL,89281,MANUEL,57000,7,150,<150000km
AUDI,A3,14990,8V [restyling],Hatchback,2016,25/03/2020,DIESEL,121500,AUTOMATIQUE,41000,5,110,<150000km
AUDI,A3,12890,8V,Hatchback,2013,25/03/2020,DIESEL,139990,MANUEL,57000,8,150,<150000km
AUDI,A4,19890,B9,Break,2016,25/03/2020,DIESEL,93837,MANUEL,57000,7,150,<150000km
AUDI,Q3,24970,8U [restyling],4x4slashcharacter001SUV,2015,25/03/2020,DIESEL,89900,AUTOMATIQUE,57000,10,184,<150000km
AUDI,Q3,17800,8U [restyling],4x4slashcharacter001SUV,2015,28/04/2020,DIESEL,109100,MANUEL,24000,8,150,<150000km
AUDI,Q5,14990,8R [restyling],4x4slashcharacter001SUV,2013,25/03/2020,DIESEL,175326,MANUEL,71000,8,143,<250000km
AUDI,Q3,24980,8U [restyling],4x4slashcharacter001SUV,2016,25/03/2020,DIESEL,89263,AUTOMATIQUE,57000,10,184,<150000km
AUDI,A4,19580,B8slashcharacter0018K [restyling],Break,2014,25/03/2020,DIESEL,92500,AUTOMATIQUE,57000,10,177,<150000km
AUDI,S8,36890,D4,Berline,2012,25/03/2020,ESSENCE,161100,AUTOMATIQUE,57000,42,520,<250000km
AUDI,Q2,27480,1 génération,4x4slashcharacter001SUV,2016,25/03/2020,ESSENCE,41160,AUTOMATIQUE,28000,8,150,<50000km
AUDI,Q2,24480,1 génération,4x4slashcharacter001SUV,2018,25/03/2020,DIESEL,22990,AUTOMATIQUE,57000,6,116,<50000km
AUDI,A5,24480,8T [restyling],Cabriolet,2014,25/03/2020,DIESEL,78895,AUTOMATIQUE,57000,11,204,<150000km
AUDI,A5,24980,8T [restyling],Coupé,2015,25/03/2020,DIESEL,46990,AUTOMATIQUE,57000,10,190,<50000km
AUDI,A1,14890,8X,Hatchback,2014,25/03/2020,DIESEL,89281,MANUEL,57000,7,143,<150000km
AUDI,A3,23280,8V [restyling],Hatchback,2017,25/03/2020,DIESEL,96559,AUTOMATIQUE,57000,8,150,<150000km
AUDI,A3,18390,8V,Hatchback,2014,25/03/2020,ESSENCE,97043,AUTOMATIQUE,28000,6,125,<150000km
AUDI,A6,35550,4Gslashcharacter001C7 [restyling],Break,2016,25/03/2020,DIESEL,95104,AUTOMATIQUE,57000,13,218,<150000km
AUDI,A3,21060,8V [restyling],Hatchback,2017,13/05/2020,ESSENCE,40238,MANUEL,28000,7,115,<50000km
AUDI,TT,14750,8J,roadster 2-portes,2007,19/05/2020,ESSENCE,173600,AUTOMATIQUE,24000,12,200,<250000km
AUDI,S4,32810,B7slashcharacter0018E,Berline,2007,19/04/2020,ESSENCE,150670,MANUEL,86000,33,344,<250000km
AUDI,A3,18430,8V,Hatchback,2015,25/03/2020,ESSENCE,101475,AUTOMATIQUE,41000,7,125,<150000km
AUDI,Q5,56490,8R [restyling],4x4slashcharacter001SUV,2017,25/03/2020,DIESEL,50150,AUTOMATIQUE,69000,23,272,<150000km
AUDI,A3,23740,8V [restyling],Hatchback,2017,09/05/2020,DIESEL,91577,AUTOMATIQUE,6000,8,150,<150000km
AUDI,Q3,25390,8U [restyling],4x4slashcharacter001SUV,2017,28/04/2020,DIESEL,88170,MANUEL,24000,8,150,<150000km
AUDI,R8,79930,1 génération,Coupé,2009,25/03/2020,ESSENCE,26445,AUTOMATIQUE,25000,33,430,<50000km
AUDI,A1,14810,8X [restyling],Hatchback,2017,25/03/2020,DIESEL,63589,MANUEL,57000,4,90,<150000km
AUDI,A8,29230,D4slashcharacter0014H,Berline,2011,25/03/2020,DIESEL,154674,AUTOMATIQUE,49000,24,350,<250000km
AUDI,A1,19500,8X [restyling],Hatchback,2017,28/04/2020,DIESEL,75306,MANUEL,24000,4,90,<150000km
AUDI,Q5,21650,8R,4x4slashcharacter001SUV,2011,25/03/2020,DIESEL,180290,AUTOMATIQUE,24000,10,170,<250000km
AUDI,Q7,67100,4M,4x4slashcharacter001SUV,2017,25/03/2020,ESSENCE,24,AUTOMATIQUE,98000,22,333,<5000km
AUDI,A5,18750,8T [restyling],Coupé,2014,12/05/2020,DIESEL,140904,MANUEL,28000,10,177,<150000km
AUDI,A4,21570,B8slashcharacter0018K [restyling],Break,2015,25/03/2020,DIESEL,107568,AUTOMATIQUE,57000,10,177,<150000km
AUDI,TT,20830,8J,Coupé,2012,19/05/2020,DIESEL,110360,MANUEL,95000,9,170,<150000km
AUDI,A3,17380,8V,Hatchback,2015,25/03/2020,DIESEL,102360,MANUEL,95000,7,150,<150000km
AUDI,Q3,41890,F3,4x4slashcharacter001SUV,2020,25/03/2020,ESSENCE,9975,AUTOMATIQUE,67000,8,150,<50000km
AUDI,Q5,52860,8R [restyling],4x4slashcharacter001SUV,2017,25/03/2020,DIESEL,77744,AUTOMATIQUE,69000,23,272,<150000km
AUDI,S3,33900,8V,Hatchback,2015,02/05/2020,ESSENCE,81226,AUTOMATIQUE,74000,19,300,<150000km
AUDI,A3,21680,8V [restyling],Hatchback,2017,18/04/2020,HYBRIDE,158334,AUTOMATIQUE,95000,6,204,<250000km
AUDI,Q5,42900,2 génération,4x4slashcharacter001SUV,2018,23/04/2020,DIESEL,77378,AUTOMATIQUE,35000,9,163,<150000km
AUDI,A1,16650,8X,Hatchback,2012,21/05/2020,ESSENCE,106286,AUTOMATIQUE,69000,10,185,<150000km
AUDI,Q3,26550,8U [restyling],4x4slashcharacter001SUV,2018,13/05/2020,DIESEL,33162,AUTOMATIQUE,30000,8,150,<50000km
AUDI,Q3,29260,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,81886,AUTOMATIQUE,30000,8,150,<150000km
AUDI,Q3,26730,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,20112,AUTOMATIQUE,30000,8,150,<50000km
AUDI,Q3,25660,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,59659,AUTOMATIQUE,30000,8,150,<150000km
AUDI,Q7,42540,4L [restyling],4x4slashcharacter001SUV,2012,25/03/2020,DIESEL,122080,AUTOMATIQUE,74000,41,500,<150000km
AUDI,Q5,32310,8R [restyling],4x4slashcharacter001SUV,2014,25/03/2020,DIESEL,210804,AUTOMATIQUE,1000,20,272,<250000km
AUDI,R8,101740,1 génération [restyling],Cabriolet,2015,25/03/2020,ESSENCE,42525,AUTOMATIQUE,98000,45,525,<50000km
AUDI,Q3,20680,8U [restyling],4x4slashcharacter001SUV,2016,13/05/2020,DIESEL,96603,MANUEL,34000,8,150,<150000km
AUDI,A7,28620,4G,Berline,2012,25/03/2020,DIESEL,132135,AUTOMATIQUE,69000,15,245,<150000km
AUDI,Q3,28040,8U [restyling],4x4slashcharacter001SUV,2018,11/05/2020,DIESEL,38852,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A3,20380,8V [restyling],Hatchback,2017,25/03/2020,DIESEL,96600,AUTOMATIQUE,95000,5,110,<150000km
AUDI,A5,20400,8T,Coupé,2011,25/04/2020,DIESEL,102492,AUTOMATIQUE,69000,15,240,<150000km
AUDI,A7,34790,4G [restyling],Berline,2016,13/05/2020,DIESEL,157904,AUTOMATIQUE,69000,21,320,<250000km
AUDI,Q3,26340,8U [restyling],4x4slashcharacter001SUV,2018,11/05/2020,DIESEL,36832,AUTOMATIQUE,30000,8,150,<50000km
AUDI,A3,11860,8Pslashcharacter0018PA [2pi restyling],Hatchback,2011,13/05/2020,DIESEL,207420,MANUEL,76000,7,140,<250000km
AUDI,A3,18170,8V,Hatchback,2015,19/05/2020,DIESEL,163480,AUTOMATIQUE,24000,8,150,<250000km
AUDI,A1,11480,8X,Hatchback,2014,25/03/2020,ESSENCE,150800,MANUEL,24000,5,86,<250000km
AUDI,A4,3240,B6,Berline,2004,25/03/2020,DIESEL,250560,MANUEL,93000,7,130,250000+km
AUDI,Q3,29020,8U [restyling],4x4slashcharacter001SUV,2017,11/05/2020,DIESEL,40157,AUTOMATIQUE,30000,8,150,<50000km
AUDI,Q5,42160,8R [restyling],4x4slashcharacter001SUV,2017,28/04/2020,DIESEL,73815,AUTOMATIQUE,78000,21,272,<150000km
AUDI,A4,29380,B9,Break,2016,16/05/2020,DIESEL,105054,AUTOMATIQUE,13000,11,190,<150000km
AUDI,S5,31800,8T [restyling],Coupé,2013,13/05/2020,ESSENCE,107880,AUTOMATIQUE,95000,22,333,<150000km
AUDI,A5,48190,2 génération,Cabriolet,2019,28/04/2020,DIESEL,16800,AUTOMATIQUE,34000,12,218,<50000km
AUDI,A4,20620,B9,Break,2015,22/05/2020,DIESEL,137500,AUTOMATIQUE,77000,8,150,<150000km
AUDI,Q7,16800,4L [restyling],4x4slashcharacter001SUV,2010,25/03/2020,DIESEL,207200,AUTOMATIQUE,69000,16,245,<250000km
AUDI,Q5,38590,8R [restyling],4x4slashcharacter001SUV,2016,12/05/2020,DIESEL,68365,AUTOMATIQUE,77000,16,258,<150000km
AUDI,Q3,31840,8U [restyling],4x4slashcharacter001SUV,2018,25/03/2020,ESSENCE,63905,AUTOMATIQUE,60000,8,150,<150000km
AUDI,A4,30850,B9,Break,2018,25/03/2020,DIESEL,32152,AUTOMATIQUE,95000,7,150,<50000km
AUDI,A4,19950,B9,Break,2016,25/03/2020,DIESEL,135520,AUTOMATIQUE,59000,8,150,<150000km
AUDI,Q5,35380,8R [restyling],4x4slashcharacter001SUV,2017,13/05/2020,DIESEL,77983,AUTOMATIQUE,29000,11,190,<150000km
AUDI,A3,36280,8V [restyling],Hatchback,2020,25/03/2020,DIESEL,3010,AUTOMATIQUE,13000,8,150,<5000km
AUDI,Q5,45600,2 génération,4x4slashcharacter001SUV,2020,25/03/2020,DIESEL,41646,AUTOMATIQUE,27000,9,163,<50000km
AUDI,A5,18730,8T [restyling],Berline,2011,19/05/2020,DIESEL,222600,MANUEL,31000,9,170,<250000km
AUDI,A6,35710,4Gslashcharacter001C7 [restyling],Break,2017,06/05/2020,DIESEL,106948,AUTOMATIQUE,67000,16,272,<150000km
AUDI,TT,64690,8S,Coupé,2021,25/03/2020,ESSENCE,1,AUTOMATIQUE,31000,15,230,<5000km
AUDI,A3,30660,8V [restyling],Hatchback,2018,20/05/2020,DIESEL,22790,AUTOMATIQUE,33000,8,150,<50000km
AUDI,Q3,30280,8U [restyling],4x4slashcharacter001SUV,2018,25/03/2020,DIESEL,43516,MANUEL,28000,8,150,<50000km
AUDI,A4,35290,B9,Berline,2020,13/04/2020,DIESEL,17819,AUTOMATIQUE,28000,8,150,<50000km
AUDI,Q2,39300,1 génération,4x4slashcharacter001SUV,2020,25/03/2020,ESSENCE,12426,AUTOMATIQUE,83000,8,150,<50000km
AUDI,Q5,34780,8R [restyling],4x4slashcharacter001SUV,2016,25/03/2020,DIESEL,53297,AUTOMATIQUE,14000,9,150,<150000km
AUDI,A4,31880,B9,Break,2019,25/03/2020,DIESEL,48150,AUTOMATIQUE,28000,8,150,<50000km
AUDI,Q5,34750,8R [restyling],4x4slashcharacter001SUV,2017,13/04/2020,DIESEL,76849,AUTOMATIQUE,13000,11,190,<150000km
AUDI,Q7,50720,4M,4x4slashcharacter001SUV,2017,25/03/2020,DIESEL,106200,AUTOMATIQUE,60000,17,252,<150000km
AUDI,Q3,52320,F3,4x4slashcharacter001SUV,2021,25/03/2020,DIESEL,11,AUTOMATIQUE,31000,8,150,<5000km
AUDI,A1,20890,8X [restyling],Hatchback,2018,25/03/2020,ESSENCE,35402,MANUEL,83000,6,125,<50000km
AUDI,A6,31960,4Gslashcharacter001C7 [restyling],Break,2017,30/04/2020,DIESEL,107513,AUTOMATIQUE,51000,10,190,<150000km
AUDI,Q5,57100,8R [restyling],4x4slashcharacter001SUV,2017,25/03/2020,DIESEL,52123,AUTOMATIQUE,76000,16,258,<150000km
AUDI,A1,25970,8X [restyling],Hatchback,2019,25/03/2020,DIESEL,4746,AUTOMATIQUE,77000,5,90,<5000km
AUDI,A6,25800,4Gslashcharacter001C7 [restyling],Break,2016,25/03/2020,DIESEL,133888,AUTOMATIQUE,14000,12,218,<150000km
AUDI,Q3,24630,8U [restyling],4x4slashcharacter001SUV,2017,25/03/2020,DIESEL,67619,MANUEL,28000,6,150,<150000km
AUDI,A3,36450,8V [restyling],Hatchback,2020,25/03/2020,DIESEL,9720,AUTOMATIQUE,13000,8,150,<50000km
AUDI,Q5,47600,2 génération,4x4slashcharacter001SUV,2019,19/04/2020,DIESEL,85319,AUTOMATIQUE,14000,10,190,<150000km
AUDI,A3,27230,8V [restyling],Hatchback,2019,07/04/2020,DIESEL,62010,AUTOMATIQUE,14000,8,150,<150000km
AUDI,A4,30310,B9,Berline,2018,25/03/2020,DIESEL,102828,AUTOMATIQUE,47000,10,190,<150000km
AUDI,Q3,27140,8U [restyling],4x4slashcharacter001SUV,2017,10/05/2020,DIESEL,57889,AUTOMATIQUE,78000,8,150,<150000km
AUDI,Q3,32380,8U [restyling],4x4slashcharacter001SUV,2019,25/03/2020,ESSENCE,11408,MANUEL,76000,7,150,<50000km
AUDI,TT,43230,8S,Coupé,2020,25/03/2020,ESSENCE,18489,AUTOMATIQUE,31000,11,184,<50000km
AUDI,Q7,55840,4M,4x4slashcharacter001SUV,2018,25/03/2020,DIESEL,73983,AUTOMATIQUE,95000,17,252,<150000km
AUDI,Q3,49660,8U [restyling],4x4slashcharacter001SUV,2017,19/05/2020,ESSENCE,67852,AUTOMATIQUE,76000,26,220,<150000km
AUDI,A7,44260,2 génération (C8),Berline,2018,13/05/2020,ESSENCE,54190,AUTOMATIQUE,28000,15,245,<150000km
AUDI,A5,38260,2 génération,Berline,2019,25/03/2020,DIESEL,74857,AUTOMATIQUE,84000,10,190,<150000km
AUDI,A1,35830,2 génération,Hatchback,2020,25/03/2020,ESSENCE,17668,AUTOMATIQUE,72000,6,116,<50000km
AUDI,A4,28510,B9,Berline,2019,25/03/2020,DIESEL,43584,AUTOMATIQUE,45000,7,150,<50000km
AUDI,A3,29500,8V [restyling],Hatchback,2018,25/03/2020,DIESEL,82338,AUTOMATIQUE,76000,6,115,<150000km
AUDI,A3,23430,8V [restyling],Hatchback,2017,22/05/2020,DIESEL,46438,AUTOMATIQUE,78000,5,110,<50000km
AUDI,A4,37000,B9,Break,2018,25/03/2020,DIESEL,96155,AUTOMATIQUE,47000,9,170,<150000km
AUDI,A4,47180,B9,Break,2018,25/03/2020,DIESEL,30641,AUTOMATIQUE,38000,10,190,<50000km
AUDI,A3,50190,8V [restyling],Hatchback,2021,15/05/2020,HYBRIDE,117,AUTOMATIQUE,28000,6,204,<5000km
AUDI,TT,85270,8S,Coupé,2019,22/04/2020,ESSENCE,29524,AUTOMATIQUE,67000,28,400,<50000km
AUDI,A4,30220,B9,Break,2017,13/04/2020,DIESEL,74390,AUTOMATIQUE,13000,10,190,<150000km
AUDI,Q5,61000,2 génération,4x4slashcharacter001SUV,2019,25/03/2020,DIESEL,63891,AUTOMATIQUE,76000,18,286,<150000km
AUDI,A1,34910,2 génération,Hatchback,2020,25/03/2020,ESSENCE,26691,AUTOMATIQUE,38000,6,116,<50000km
